time_ms,node_id,name,type,ecef_x,ecef_y,ecef_z,altitude_km,orbit_id,ip,norad_id,distance_km,radius_km
360000,SAT_60935,STARLINK-11253 [DTC],SAT,-1383261.59,5686411.16,3330540.03,360.7,-1,10.0.3.245,60935,362.42,6733.586072693679
360000,SAT_62898,STARLINK-32902,SAT,-1296737.36,5817375.8,3390486.36,484.13,-1,10.0.3.168,62898,505.14,6857.024627095301
360000,SAT_66404,STARLINK-35691,SAT,-1510593.5,5627340.9,3599158.37,476.35,-1,10.0.3.104,66404,531.74,6848.561841685896
360000,SAT_57925,STARLINK-30452,SAT,-1397570.86,5805154.97,3469031.87,532.87,-1,10.0.3.40,57925,535.64,6905.592708052839
360000,SAT_64911,STARLINK-34718,SAT,-1685562.58,5728856.5,3354339.06,476.28,-1,10.0.3.141,64911,536.39,6849.270657386098
360000,SAT_55455,STARLINK-5680,SAT,-1337674.32,5883404.07,3414697.56,559.89,-1,10.0.3.120,55455,573.51,6932.8187242672075
360000,SAT_55287,STARLINK-5341,SAT,-1359902.98,5874185.27,3455112.77,576.5,-1,10.0.3.207,55287,584.21,6949.3303961399715
360000,SAT_48370,STARLINK-2621,SAT,-1672450.73,5866185.01,3114340.22,475.27,-1,10.0.3.175,48370,605.9,6848.965835929967
360000,SAT_67339,STARLINK-36451,SAT,-1276515.12,5602190.13,3739471.72,483.73,-1,10.0.3.19,67339,619.57,6855.484946299407
360000,SAT_63194,STARLINK-11636 [DTC],SAT,-904924.01,5791231.99,3301470.1,354.36,-1,10.0.3.209,63194,621.62,6727.329354734155
361000,SAT_60935,STARLINK-11253 [DTC],SAT,-1387352.49,5682568.51,3335377.06,360.71,-1,10.0.3.245,60935,362.42,6733.577944505214
361000,SAT_62898,STARLINK-32902,SAT,-1302132.19,5814077.54,3394064.69,484.14,-1,10.0.3.168,62898,505.14,6857.019833810563
361000,SAT_66404,STARLINK-35691,SAT,-1516116.41,5628808.1,3594553.6,476.34,-1,10.0.3.104,66404,531.74,6848.569571711297
361000,SAT_57925,STARLINK-30452,SAT,-1402919.45,5801764.97,3472533.1,532.88,-1,10.0.3.40,57925,535.64,6905.588018474821
361000,SAT_64911,STARLINK-34718,SAT,-1689410.27,5724884.79,3359164.3,476.29,-1,10.0.3.141,64911,536.39,6849.262567134458
361000,SAT_55455,STARLINK-5680,SAT,-1343010.29,5880105.91,3418272.41,559.89,-1,10.0.3.120,55455,573.51,6932.813889095108
361000,SAT_55287,STARLINK-5341,SAT,-1361599.92,5870229.04,3461147.34,576.51,-1,10.0.3.207,55287,584.21,6949.32257370403
361000,SAT_48370,STARLINK-2621,SAT,-1676257.31,5862420.51,3119362.4,475.27,-1,10.0.3.175,48370,605.9,6848.95864989203
361000,SAT_67339,STARLINK-36451,SAT,-1283049.18,5602784.93,3736350.1,483.72,-1,10.0.3.19,67339,619.57,6855.488767396807
361000,SAT_63194,STARLINK-11636 [DTC],SAT,-910570.15,5788263.27,3305112.79,354.37,-1,10.0.3.209,63194,621.62,6727.3248944527495
362000,SAT_60935,STARLINK-11253 [DTC],SAT,-1391442.16,5678719.08,3340209.72,360.71,-1,10.0.3.245,60935,362.42,6733.569829426586
362000,SAT_62898,STARLINK-32902,SAT,-1307525.89,5810772.91,3397638.82,484.15,-1,10.0.3.168,62898,505.14,6857.015044155959
362000,SAT_66404,STARLINK-35691,SAT,-1521637.24,5630269.15,3589944.36,476.34,-1,10.0.3.104,66404,531.74,6848.57730477596
362000,SAT_57925,STARLINK-30452,SAT,-1408266.84,5798368.76,3476030.12,532.88,-1,10.0.3.40,57925,535.64,6905.583332690638
362000,SAT_64911,STARLINK-34718,SAT,-1693256.45,5720906.58,3363985.35,476.29,-1,10.0.3.141,64911,536.39,6849.2544804211
362000,SAT_55455,STARLINK-5680,SAT,-1348345.14,5876801.53,3421843.17,559.9,-1,10.0.3.120,55455,573.51,6932.809064127442
362000,SAT_55287,STARLINK-5341,SAT,-1363295.82,5866266.11,3467177.78,576.52,-1,10.0.3.207,55287,584.21,6949.314737748589
362000,SAT_48370,STARLINK-2621,SAT,-1680062.37,5858649.31,3124380.69,475.28,-1,10.0.3.175,48370,605.9,6848.951452645753
362000,SAT_67339,STARLINK-36451,SAT,-1289581.57,5603373.79,3733223.86,483.72,-1,10.0.3.19,67339,619.57,6855.492604110657
362000,SAT_63194,STARLINK-11636 [DTC],SAT,-916215.54,5785287.82,3308751.14,354.37,-1,10.0.3.209,63194,621.62,6727.320431080205
363000,SAT_60935,STARLINK-11253 [DTC],SAT,-1395530.57,5674862.86,3345038.01,360.72,-1,10.0.3.245,60935,362.42,6733.561712790391
363000,SAT_62898,STARLINK-32902,SAT,-1312918.47,5807461.91,3401208.73,484.15,-1,10.0.3.168,62898,505.14,6857.010250101439
363000,SAT_66404,STARLINK-35691,SAT,-1527155.98,5631724.06,3585330.65,476.33,-1,10.0.3.104,66404,531.74,6848.5850469321085
363000,SAT_57925,STARLINK-30452,SAT,-1413613.03,5794966.34,3479522.91,532.89,-1,10.0.3.40,57925,535.64,6905.578640601643
363000,SAT_64911,STARLINK-34718,SAT,-1697101.12,5716921.86,3368802.23,476.3,-1,10.0.3.141,64911,536.39,6849.246398670739
363000,SAT_55455,STARLINK-5680,SAT,-1353678.87,5873490.93,3425409.82,559.91,-1,10.0.3.120,55455,573.51,6932.804239471151
363000,SAT_55287,STARLINK-5341,SAT,-1364990.7,5862296.5,3473204.1,576.53,-1,10.0.3.207,55287,584.21,6949.306914020674
363000,SAT_48370,STARLINK-2621,SAT,-1683865.91,5854871.44,3129395.1,475.29,-1,10.0.3.175,48370,605.9,6848.944274389434
363000,SAT_67339,STARLINK-36451,SAT,-1296112.29,5603956.71,3730092.99,483.71,-1,10.0.3.19,67339,619.57,6855.496451015799
363000,SAT_63194,STARLINK-11636 [DTC],SAT,-921860.17,5782305.66,3312385.15,354.38,-1,10.0.3.209,63194,621.62,6727.315980436848
364000,SAT_60935,STARLINK-11253 [DTC],SAT,-1399617.73,5670999.85,3349861.92,360.73,-1,10.0.3.245,60935,362.42,6733.553591670334
364000,SAT_62898,STARLINK-32902,SAT,-1318309.91,5804144.55,3404774.43,484.16,-1,10.0.3.168,62898,505.14,6857.005461225821
364000,SAT_66404,STARLINK-35691,SAT,-1532672.62,5633172.81,3580712.48,476.32,-1,10.0.3.104,66404,531.74,6848.5927847878875
364000,SAT_57925,STARLINK-30452,SAT,-1418958.01,5791557.72,3483011.49,532.9,-1,10.0.3.40,57925,535.64,6905.57395860089
364000,SAT_64911,STARLINK-34718,SAT,-1700944.28,5712930.64,3373614.91,476.31,-1,10.0.3.141,64911,536.39,6849.238315469088
364000,SAT_55455,STARLINK-5680,SAT,-1359011.48,5870174.11,3428972.37,559.91,-1,10.0.3.120,55455,573.51,6932.799420054607
364000,SAT_55287,STARLINK-5341,SAT,-1366684.53,5858320.21,3479226.28,576.54,-1,10.0.3.207,55287,584.21,6949.299086589842
364000,SAT_48370,STARLINK-2621,SAT,-1687667.91,5851086.89,3134405.61,475.3,-1,10.0.3.175,48370,605.9,6848.937092481804
364000,SAT_67339,STARLINK-36451,SAT,-1302641.33,5604533.68,3726957.49,483.7,-1,10.0.3.19,67339,619.57,6855.5002980924455
364000,SAT_63194,STARLINK-11636 [DTC],SAT,-927504.04,5779316.78,3316014.82,354.39,-1,10.0.3.209,63194,621.62,6727.311533909035
365000,SAT_60935,STARLINK-11253 [DTC],SAT,-1403703.64,5667130.08,3354681.44,360.74,-1,10.0.3.245,60935,362.42,6733.545486329659
365000,SAT_62898,STARLINK-32902,SAT,-1323700.22,5800820.84,3408335.91,484.17,-1,10.0.3.168,62898,505.14,6857.000682922664
365000,SAT_66404,STARLINK-35691,SAT,-1538187.16,5634615.42,3576089.85,476.31,-1,10.0.3.104,66404,531.74,6848.600534836563
365000,SAT_57925,STARLINK-30452,SAT,-1424301.78,5788142.91,3486495.84,532.9,-1,10.0.3.40,57925,535.64,6905.5692849635325
365000,SAT_64911,STARLINK-34718,SAT,-1704785.92,5708932.93,3378423.4,476.31,-1,10.0.3.141,64911,536.39,6849.230241562637
365000,SAT_55455,STARLINK-5680,SAT,-1364342.95,5866851.09,3432530.81,559.92,-1,10.0.3.120,55455,573.51,6932.79461393803
365000,SAT_55287,STARLINK-5341,SAT,-1368377.34,5854337.24,3485244.32,576.55,-1,10.0.3.207,55287,584.21,6949.291261299137
365000,SAT_48370,STARLINK-2621,SAT,-1691468.39,5847295.66,3139412.22,475.3,-1,10.0.3.175,48370,605.9,6848.929911811724
365000,SAT_67339,STARLINK-36451,SAT,-1309168.68,5605104.7,3723817.37,483.7,-1,10.0.3.19,67339,619.57,6855.504148913394
365000,SAT_63194,STARLINK-11636 [DTC],SAT,-933147.13,5776321.19,3319640.13,354.4,-1,10.0.3.209,63194,621.62,6727.307087459043
366000,SAT_60935,STARLINK-11253 [DTC],SAT,-1407788.29,5663253.53,3359496.57,360.74,-1,10.0.3.245,60935,362.42,6733.537377809701
366000,SAT_62898,STARLINK-32902,SAT,-1329089.38,5797490.78,3411893.17,484.17,-1,10.0.3.168,62898,505.14,6856.995911308862
366000,SAT_66404,STARLINK-35691,SAT,-1543699.59,5636051.86,3571462.78,476.31,-1,10.0.3.104,66404,531.74,6848.608280643664
366000,SAT_57925,STARLINK-30452,SAT,-1429644.33,5784721.9,3489975.96,532.91,-1,10.0.3.40,57925,535.64,6905.56460921326
366000,SAT_64911,STARLINK-34718,SAT,-1708626.04,5704928.73,3383227.68,476.32,-1,10.0.3.141,64911,536.39,6849.222167053985
366000,SAT_55455,STARLINK-5680,SAT,-1369673.28,5863521.85,3436085.12,559.92,-1,10.0.3.120,55455,573.51,6932.789794250131
366000,SAT_55287,STARLINK-5341,SAT,-1370069.1,5850347.6,3491258.21,576.56,-1,10.0.3.207,55287,584.21,6949.283435613558
366000,SAT_48370,STARLINK-2621,SAT,-1695267.32,5843497.77,3144414.93,475.31,-1,10.0.3.175,48370,605.9,6848.9227420275265
366000,SAT_67339,STARLINK-36451,SAT,-1315694.34,5605669.77,3720672.64,483.69,-1,10.0.3.19,67339,619.57,6855.508008940289
366000,SAT_63194,STARLINK-11636 [DTC],SAT,-938789.44,5773318.9,3323261.08,354.4,-1,10.0.3.209,63194,621.62,6727.302649620834
367000,SAT_60935,STARLINK-11253 [DTC],SAT,-1411871.67,5659370.22,3364307.31,360.75,-1,10.0.3.245,60935,362.42,6733.529280822269
367000,SAT_62898,STARLINK-32902,SAT,-1334477.4,5794154.36,3415446.19,484.18,-1,10.0.3.168,62898,505.14,6856.991129890959
367000,SAT_66404,STARLINK-35691,SAT,-1549209.9,5637482.16,3566831.27,476.3,-1,10.0.3.104,66404,531.74,6848.616044663776
367000,SAT_57925,STARLINK-30452,SAT,-1434985.67,5781294.7,3493451.85,532.91,-1,10.0.3.40,57925,535.64,6905.559941787622
367000,SAT_64911,STARLINK-34718,SAT,-1712464.63,5700918.05,3388027.76,476.33,-1,10.0.3.141,64911,536.39,6849.21410267977
367000,SAT_55455,STARLINK-5680,SAT,-1375002.46,5860186.41,3439635.32,559.93,-1,10.0.3.120,55455,573.51,6932.784985815314
367000,SAT_55287,STARLINK-5341,SAT,-1371759.83,5846351.29,3497267.94,576.57,-1,10.0.3.207,55287,584.21,6949.275608395319
367000,SAT_48370,STARLINK-2621,SAT,-1699064.72,5839693.21,3149413.73,475.32,-1,10.0.3.175,48370,605.9,6848.915574919967
367000,SAT_67339,STARLINK-36451,SAT,-1322218.3,5606228.9,3717523.29,483.68,-1,10.0.3.19,67339,619.57,6855.511879046125
367000,SAT_63194,STARLINK-11636 [DTC],SAT,-944430.97,5770309.9,3326877.67,354.41,-1,10.0.3.209,63194,621.62,6727.298211784414
368000,SAT_60935,STARLINK-11253 [DTC],SAT,-1415953.79,5655480.15,3369113.64,360.76,-1,10.0.3.245,60935,362.42,6733.521187439262
368000,SAT_62898,STARLINK-32902,SAT,-1339864.25,5790811.61,3418994.98,484.18,-1,10.0.3.168,62898,505.14,6856.986363133886
368000,SAT_66404,STARLINK-35691,SAT,-1554718.09,5638906.29,3562195.32,476.29,-1,10.0.3.104,66404,531.74,6848.623802239739
368000,SAT_57925,STARLINK-30452,SAT,-1440325.77,5777861.32,3496923.49,532.92,-1,10.0.3.40,57925,535.64,6905.555274689503
368000,SAT_64911,STARLINK-34718,SAT,-1716301.69,5696900.88,3392823.62,476.33,-1,10.0.3.141,64911,536.39,6849.2060301958745
368000,SAT_55455,STARLINK-5680,SAT,-1380330.5,5856844.78,3443181.39,559.94,-1,10.0.3.120,55455,573.51,6932.7801891222425
368000,SAT_55287,STARLINK-5341,SAT,-1373449.53,5842348.31,3503273.51,576.58,-1,10.0.3.207,55287,584.21,6949.267779607057
