time_ms,node_id,name,type,ecef_x,ecef_y,ecef_z,altitude_km,orbit_id,ip,norad_id,distance_km,radius_km
420000,SAT_63194,STARLINK-11636 [DTC],SAT,-1242141.07,5601344.57,3512192.34,354.78,-1,10.0.3.209,63194,426.5,6727.0699760597045
420000,SAT_60935,STARLINK-11253 [DTC],SAT,-1626369.27,5444003.85,3612820.74,361.15,-1,10.0.3.245,60935,534.17,6733.106906962736
420000,SAT_65689,STARLINK-34875,SAT,-1504264.53,5878835.48,3177877.56,476.48,-1,10.0.3.154,65689,540.81,6849.994464484954
420000,SAT_54055,STARLINK-5158,SAT,-1406837.58,5882703.4,3348861.28,540.67,-1,10.0.3.250,54055,552.44,6913.773437245037
420000,SAT_46681,STARLINK-1775,SAT,-987642.33,5643406.24,3502967.78,342.93,-1,10.0.3.16,46681,557.4,6715.225582912081
420000,SAT_67339,STARLINK-36451,SAT,-1665365.77,5627326.76,3544111.0,483.32,-1,10.0.3.19,67339,562.24,6855.725519011156
420000,SAT_62898,STARLINK-32902,SAT,-1618247.97,5608345.68,3597591.78,484.51,-1,10.0.3.168,62898,566.24,6856.743715081332
420000,SAT_59756,STARLINK-11131 [DTC],SAT,-1154365.68,5913280.52,3009034.42,360.67,-1,10.0.3.86,59756,600.73,6734.518154412984
420000,SAT_66404,STARLINK-35691,SAT,-1838075.27,5704425.45,3315157.44,475.92,-1,10.0.3.104,66404,622.15,6849.033454786203
420000,SAT_47733,STARLINK-2143,SAT,-1266567.05,5591533.51,3746134.18,476.86,-1,10.0.3.48,47733,622.77,6848.573601865055
421000,SAT_63194,STARLINK-11636 [DTC],SAT,-1247730.74,5597979.51,3515566.48,354.79,-1,10.0.3.209,63194,426.5,6727.065799382401
421000,SAT_60935,STARLINK-11253 [DTC],SAT,-1630378.01,5439762.65,3617384.83,361.16,-1,10.0.3.245,60935,534.17,6733.099074879317
421000,SAT_65689,STARLINK-34875,SAT,-1508190.12,5875129.24,3182849.04,476.48,-1,10.0.3.154,65689,540.81,6849.986061022133
421000,SAT_54055,STARLINK-5158,SAT,-1410838.09,5878977.31,3353701.08,540.68,-1,10.0.3.250,54055,552.44,6913.765201515224
421000,SAT_46681,STARLINK-1775,SAT,-993073.14,5645355.73,3498303.05,342.92,-1,10.0.3.16,46681,557.4,6715.233414355201
421000,SAT_67339,STARLINK-36451,SAT,-1671787.26,5627563.4,3540718.49,483.32,-1,10.0.3.19,67339,562.24,6855.729712375318
421000,SAT_62898,STARLINK-32902,SAT,-1623565.47,5604672.49,3600910.07,484.52,-1,10.0.3.168,62898,566.24,6856.739158504319
421000,SAT_59756,STARLINK-11131 [DTC],SAT,-1159486.09,5914885.82,3003925.0,360.66,-1,10.0.3.86,59756,600.73,6734.526535857259
421000,SAT_66404,STARLINK-35691,SAT,-1843462.65,5705520.38,3310294.74,475.92,-1,10.0.3.104,66404,622.15,6849.0414376182625
421000,SAT_47733,STARLINK-2143,SAT,-1272134.53,5593263.12,3741677.27,476.85,-1,10.0.3.48,47733,622.77,6848.581414045183
422000,SAT_63194,STARLINK-11636 [DTC],SAT,-1253319.27,5594607.97,3518936.02,354.8,-1,10.0.3.209,63194,426.5,6727.061635171354
422000,SAT_60935,STARLINK-11253 [DTC],SAT,-1634385.25,5435514.97,3621944.19,361.16,-1,10.0.3.245,60935,534.17,6733.091255135818
422000,SAT_65689,STARLINK-34875,SAT,-1512114.38,5871416.33,3187816.56,476.49,-1,10.0.3.154,65689,540.81,6849.977667014958
422000,SAT_54055,STARLINK-5158,SAT,-1414837.45,5875244.74,3358536.82,540.68,-1,10.0.3.250,54055,552.44,6913.756962470975
422000,SAT_46681,STARLINK-1775,SAT,-998502.38,5647298.61,3493633.7,342.91,-1,10.0.3.16,46681,557.4,6715.2412483208145
422000,SAT_67339,STARLINK-36451,SAT,-1678206.65,5627794.04,3537321.6,483.31,-1,10.0.3.19,67339,562.24,6855.733908094035
422000,SAT_62898,STARLINK-32902,SAT,-1628881.51,5600993.18,3604223.89,484.53,-1,10.0.3.168,62898,566.24,6856.734603677841
422000,SAT_59756,STARLINK-11131 [DTC],SAT,-1164604.76,5916484.18,2998811.66,360.65,-1,10.0.3.86,59756,600.73,6734.534926136836
422000,SAT_66404,STARLINK-35691,SAT,-1848847.6,5706609.05,3305427.93,475.91,-1,10.0.3.104,66404,622.15,6849.049430248825
422000,SAT_47733,STARLINK-2143,SAT,-1277700.19,5594986.63,3737215.7,476.84,-1,10.0.3.48,47733,622.77,6848.589223608851
423000,SAT_63194,STARLINK-11636 [DTC],SAT,-1258906.66,5591229.95,3522300.93,354.8,-1,10.0.3.209,63194,426.5,6727.057467708168
423000,SAT_60935,STARLINK-11253 [DTC],SAT,-1638390.99,5431260.8,3626498.81,361.17,-1,10.0.3.245,60935,534.17,6733.083434256643
423000,SAT_65689,STARLINK-34875,SAT,-1516037.32,5867696.74,3192780.12,476.49,-1,10.0.3.154,65689,540.81,6849.969276055669
423000,SAT_54055,STARLINK-5158,SAT,-1418835.66,5871505.7,3363368.5,540.69,-1,10.0.3.250,54055,552.44,6913.748728585121
423000,SAT_46681,STARLINK-1775,SAT,-1003930.02,5649234.89,3488959.75,342.9,-1,10.0.3.16,46681,557.4,6715.249099219669
423000,SAT_67339,STARLINK-36451,SAT,-1684623.95,5628018.69,3533920.31,483.3,-1,10.0.3.19,67339,562.24,6855.738106530428
423000,SAT_62898,STARLINK-32902,SAT,-1634196.08,5597307.75,3607533.25,484.53,-1,10.0.3.168,62898,566.24,6856.730053454999
423000,SAT_59756,STARLINK-11131 [DTC],SAT,-1169721.69,5918075.6,2993694.39,360.65,-1,10.0.3.86,59756,600.73,6734.543320826534
423000,SAT_66404,STARLINK-35691,SAT,-1854230.1,5707691.45,3300557.01,475.9,-1,10.0.3.104,66404,622.15,6849.057418974472
423000,SAT_47733,STARLINK-2143,SAT,-1283264.01,5596704.05,3732749.49,476.83,-1,10.0.3.48,47733,622.77,6848.597045946194
424000,SAT_63194,STARLINK-11636 [DTC],SAT,-1264492.91,5587845.46,3525661.23,354.81,-1,10.0.3.209,63194,426.5,6727.053315754825
424000,SAT_60935,STARLINK-11253 [DTC],SAT,-1642395.22,5427000.16,3631048.69,361.18,-1,10.0.3.245,60935,534.17,6733.075625928287
424000,SAT_65689,STARLINK-34875,SAT,-1519958.93,5863970.47,3197739.71,476.5,-1,10.0.3.154,65689,540.81,6849.9608812627275
424000,SAT_54055,STARLINK-5158,SAT,-1422832.71,5867760.2,3368196.12,540.7,-1,10.0.3.250,54055,552.44,6913.740506276834
424000,SAT_46681,STARLINK-1775,SAT,-1009356.06,5651164.55,3484281.19,342.9,-1,10.0.3.16,46681,557.4,6715.2569450485835
424000,SAT_67339,STARLINK-36451,SAT,-1691039.14,5628237.35,3530514.65,483.3,-1,10.0.3.19,67339,562.24,6855.742318291403
424000,SAT_62898,STARLINK-32902,SAT,-1639509.18,5593616.21,3610838.14,484.54,-1,10.0.3.168,62898,566.24,6856.725510719946
424000,SAT_59756,STARLINK-11131 [DTC],SAT,-1174836.86,5919660.07,2988573.2,360.64,-1,10.0.3.86,59756,600.73,6734.551712157633
424000,SAT_66404,STARLINK-35691,SAT,-1859610.16,5708767.59,3295681.98,475.9,-1,10.0.3.104,66404,622.15,6849.065414865472
