time_ms,node_id,name,type,ecef_x,ecef_y,ecef_z,altitude_km,orbit_id,ip,norad_id,distance_km,radius_km
120000,SAT_62528,STARLINK-32786,SAT,-1486347.45,5822610.65,3302991.93,484.08,-1,10.0.3.53,62528,499.61,6857.242828809554
120000,SAT_47643,STARLINK-2022,SAT,-1044794.07,5782433.25,3164635.26,300.75,-1,10.0.3.213,47643,510.33,6674.057631474873
120000,SAT_63579,STARLINK-33755,SAT,-1359464.7,5694550.92,3569912.8,484.82,-1,10.0.3.84,63579,518.57,6857.137292677081
120000,SAT_57921,STARLINK-30492,SAT,-1410614.98,5823493.99,3411674.69,522.22,-1,10.0.3.36,57921,523.64,6895.102686962183
120000,SAT_67324,STARLINK-36471,SAT,-1271873.48,5873221.76,3301251.26,483.27,-1,10.0.3.4,67324,529.38,6856.431715762682
120000,SAT_59304,STARLINK-31474,SAT,-1347613.1,5675621.82,3604094.64,484.78,-1,10.0.3.144,59304,533.72,6856.984926702731
120000,SAT_54054,STARLINK-5163,SAT,-1609506.49,5780553.93,3434396.85,540.94,-1,10.0.3.249,54054,562.79,6913.783089038915
120000,SAT_66405,STARLINK-35683,SAT,-1764828.19,5631564.08,3475257.68,476.22,-1,10.0.3.105,66405,588.88,6848.83555575427
120000,SAT_65690,STARLINK-34790,SAT,-1548879.95,5916894.6,3082770.14,475.45,-1,10.0.3.155,65690,598.01,6849.243939523309
120000,SAT_59533,STARLINK-31509,SAT,-1388274.19,5567133.86,3752561.28,484.09,-1,10.0.3.118,59533,618.34,6855.8005223266155
121000,SAT_62528,STARLINK-32786,SAT,-1492591.05,5823106.79,3299309.43,484.08,-1,10.0.3.53,62528,499.61,6857.247512316522
121000,SAT_47643,STARLINK-2022,SAT,-1049092.61,5778923.4,3169598.87,300.75,-1,10.0.3.213,47643,510.33,6674.047345062025
121000,SAT_63579,STARLINK-33755,SAT,-1364926.9,5691133.4,3573268.12,484.82,-1,10.0.3.84,63579,518.57,6857.132773714354
121000,SAT_57921,STARLINK-30492,SAT,-1415931.77,5820106.72,3415240.22,522.22,-1,10.0.3.36,57921,523.64,6895.09758957697
121000,SAT_67324,STARLINK-36471,SAT,-1277236.5,5869981.41,3304931.12,483.28,-1,10.0.3.4,67324,529.38,6856.426513762275
121000,SAT_59304,STARLINK-31474,SAT,-1354052.25,5676198.4,3600780.52,484.77,-1,10.0.3.144,59304,533.72,6856.98958181388
121000,SAT_54054,STARLINK-5163,SAT,-1613397.58,5776624.05,3439163.63,540.95,-1,10.0.3.249,54054,562.79,6913.774919687727
121000,SAT_66405,STARLINK-35683,SAT,-1770317.58,5632762.33,3470535.9,476.22,-1,10.0.3.105,66405,588.88,6848.843350049182
121000,SAT_65690,STARLINK-34790,SAT,-1552757.67,5913236.63,3087815.81,475.46,-1,10.0.3.155,65690,598.01,6849.23574573131
121000,SAT_59533,STARLINK-31509,SAT,-1393844.8,5563646.43,3755658.64,484.1,-1,10.0.3.118,59533,618.34,6855.795850573836
122000,SAT_62528,STARLINK-32786,SAT,-1498832.73,5823596.68,3295622.83,484.07,-1,10.0.3.53,62528,499.61,6857.252196138296
122000,SAT_47643,STARLINK-2022,SAT,-1053390.26,5775406.46,3174558.22,300.76,-1,10.0.3.213,47643,510.33,6674.0370623965055
122000,SAT_63579,STARLINK-33755,SAT,-1370387.92,5687709.68,3576619.01,484.83,-1,10.0.3.84,63579,518.57,6857.128261739093
122000,SAT_57921,STARLINK-30492,SAT,-1421247.34,5816713.18,3418801.59,522.23,-1,10.0.3.36,57921,523.64,6895.0924962345
122000,SAT_67324,STARLINK-36471,SAT,-1282598.43,5866734.62,3308606.87,483.28,-1,10.0.3.4,67324,529.38,6856.42131540618
122000,SAT_59304,STARLINK-31474,SAT,-1360489.65,5676768.94,3597461.93,484.76,-1,10.0.3.144,59304,533.72,6856.994241189443
122000,SAT_54054,STARLINK-5163,SAT,-1617287.3,5772687.81,3443926.26,540.95,-1,10.0.3.249,54054,562.79,6913.766762538455
122000,SAT_66405,STARLINK-35683,SAT,-1775804.62,5633954.42,3465809.81,476.21,-1,10.0.3.105,66405,588.88,6848.851151408032
122000,SAT_65690,STARLINK-34790,SAT,-1556634.01,5909571.92,3092857.63,475.47,-1,10.0.3.155,65690,598.01,6849.227550475337
122000,SAT_59533,STARLINK-31509,SAT,-1399414.2,5560152.95,3758751.35,484.1,-1,10.0.3.118,59533,618.34,6855.791175472177
123000,SAT_62528,STARLINK-32786,SAT,-1505072.51,5824080.3,3291932.15,484.07,-1,10.0.3.53,62528,499.61,6857.256877309572
123000,SAT_47643,STARLINK-2022,SAT,-1057687.02,5771882.43,3179513.3,300.76,-1,10.0.3.213,47643,510.33,6674.026778706845
123000,SAT_63579,STARLINK-33755,SAT,-1375847.75,5684279.75,3579965.47,484.83,-1,10.0.3.84,63579,518.57,6857.123746428414
123000,SAT_57921,STARLINK-30492,SAT,-1426561.68,5813313.37,3422358.8,522.24,-1,10.0.3.36,57921,523.64,6895.087404855911
123000,SAT_67324,STARLINK-36471,SAT,-1287959.25,5863481.39,3312278.53,483.29,-1,10.0.3.4,67324,529.38,6856.416126580697
123000,SAT_59304,STARLINK-31474,SAT,-1366925.29,5677333.44,3594138.88,484.76,-1,10.0.3.144,59304,533.72,6856.998908131128
123000,SAT_54054,STARLINK-5163,SAT,-1621175.66,5768745.21,3448684.72,540.96,-1,10.0.3.249,54054,562.79,6913.758609933952
123000,SAT_66405,STARLINK-35683,SAT,-1781289.28,5635140.36,3461079.41,476.2,-1,10.0.3.105,66405,588.88,6848.85896031374
123000,SAT_65690,STARLINK-34790,SAT,-1560508.96,5905900.48,3097895.61,475.47,-1,10.0.3.155,65690,598.01,6849.219364596362
123000,SAT_59533,STARLINK-31509,SAT,-1404982.38,5556653.45,3761839.4,484.11,-1,10.0.3.118,59533,618.34,6855.78651380713
124000,SAT_62528,STARLINK-32786,SAT,-1511310.36,5824557.68,3288237.4,484.06,-1,10.0.3.53,62528,499.61,6857.261579570161
124000,SAT_47643,STARLINK-2022,SAT,-1061982.88,5768351.33,3184464.1,300.77,-1,10.0.3.213,47643,510.33,6674.01650491776
124000,SAT_63579,STARLINK-33755,SAT,-1381306.39,5680843.63,3583307.49,484.84,-1,10.0.3.84,63579,518.57,6857.119239116126
124000,SAT_57921,STARLINK-30492,SAT,-1431874.8,5809907.31,3425911.83,522.24,-1,10.0.3.36,57921,523.64,6895.0823244251715
124000,SAT_67324,STARLINK-36471,SAT,-1293318.95,5860221.72,3315946.08,483.29,-1,10.0.3.4,67324,529.38,6856.410935719666
124000,SAT_59304,STARLINK-31474,SAT,-1373359.17,5677891.88,3590811.38,484.75,-1,10.0.3.144,59304,533.72,6857.003571351741
124000,SAT_54054,STARLINK-5163,SAT,-1625062.65,5764796.25,3453439.02,540.97,-1,10.0.3.249,54054,562.79,6913.750464494481
124000,SAT_66405,STARLINK-35683,SAT,-1786771.58,5636320.13,3456344.71,476.19,-1,10.0.3.105,66405,588.88,6848.866770589416
124000,SAT_65690,STARLINK-34790,SAT,-1564382.52,5902222.3,3102929.74,475.48,-1,10.0.3.155,65690,598.01,6849.21117493652
124000,SAT_59533,STARLINK-31509,SAT,-1410549.35,5553147.92,3764922.78,484.11,-1,10.0.3.118,59533,618.34,6855.781853993655
125000,SAT_62528,STARLINK-32786,SAT,-1517546.28,5825028.79,3284538.56,484.05,-1,10.0.3.53,62528,499.61,6857.266267864882
125000,SAT_47643,STARLINK-2022,SAT,-1066277.84,5764813.15,3189410.63,300.77,-1,10.0.3.213,47643,510.33,6674.0062371296135
125000,SAT_63579,STARLINK-33755,SAT,-1386763.83,5677401.31,3586645.07,484.85,-1,10.0.3.84,63579,518.57,6857.114729471958
125000,SAT_57921,STARLINK-30492,SAT,-1437186.68,5806494.99,3429460.69,522.25,-1,10.0.3.36,57921,523.64,6895.077247306212
125000,SAT_67324,STARLINK-36471,SAT,-1298677.55,5856955.61,3319609.51,483.3,-1,10.0.3.4,67324,529.38,6856.4057417328295
125000,SAT_59304,STARLINK-31474,SAT,-1379791.27,5678444.28,3587479.43,484.74,-1,10.0.3.144,59304,533.72,6857.008243432851
125000,SAT_54054,STARLINK-5163,SAT,-1628948.26,5760840.94,3458189.14,540.97,-1,10.0.3.249,54054,562.79,6913.742322197946
125000,SAT_66405,STARLINK-35683,SAT,-1792251.49,5637493.75,3451605.7,476.19,-1,10.0.3.105,66405,588.88,6848.874585869475
125000,SAT_65690,STARLINK-34790,SAT,-1568254.69,5898537.4,3107960.0,475.49,-1,10.0.3.155,65690,598.01,6849.202989655494
125000,SAT_59533,STARLINK-31509,SAT,-1416115.1,5549636.37,3768001.5,484.12,-1,10.0.3.118,59533,618.34,6855.777207558384
126000,SAT_62528,STARLINK-32786,SAT,-1523780.27,5825493.64,3280835.66,484.05,-1,10.0.3.53,62528,499.61,6857.270965103345
126000,SAT_47643,STARLINK-2022,SAT,-1070571.89,5761267.89,3194352.86,300.78,-1,10.0.3.213,47643,510.33,6673.995959407933
126000,SAT_63579,STARLINK-33755,SAT,-1392220.07,5673952.81,3589978.21,484.85,-1,10.0.3.84,63579,518.57,6857.110234033903
126000,SAT_57921,STARLINK-30492,SAT,-1442497.32,5803076.41,3433005.36,522.25,-1,10.0.3.36,57921,523.64,6895.072163530589
126000,SAT_67324,STARLINK-36471,SAT,-1304035.02,5853683.08,3323268.83,483.31,-1,10.0.3.4,67324,529.38,6856.400560856568
126000,SAT_59304,STARLINK-31474,SAT,-1386221.6,5678990.64,3584143.03,484.74,-1,10.0.3.144,59304,533.72,6857.012926414222
126000,SAT_54054,STARLINK-5163,SAT,-1632832.49,5756879.28,3462935.08,540.98,-1,10.0.3.249,54054,562.79,6913.734183000351
126000,SAT_66405,STARLINK-35683,SAT,-1797729.03,5638661.2,3446862.4,476.18,-1,10.0.3.105,66405,588.88,6848.882405051495
126000,SAT_65690,STARLINK-34790,SAT,-1572125.45,5894845.78,3112986.4,475.49,-1,10.0.3.155,65690,598.01,6849.194808669591
126000,SAT_59533,STARLINK-31509,SAT,-1421679.61,5546118.8,3771075.55,484.13,-1,10.0.3.118,59533,618.34,6855.772564854452
127000,SAT_62528,STARLINK-32786,SAT,-1530012.31,5825952.24,3277128.69,484.04,-1,10.0.3.53,62528,499.61,6857.275670580386
127000,SAT_47643,STARLINK-2022,SAT,-1074865.03,5757715.57,3199290.8,300.78,-1,10.0.3.213,47643,510.33,6673.985693774146
127000,SAT_63579,STARLINK-33755,SAT,-1397675.1,5670498.11,3593306.9,484.86,-1,10.0.3.84,63579,518.57,6857.105728969125
127000,SAT_57921,STARLINK-30492,SAT,-1447806.71,5799651.59,3436545.85,522.26,-1,10.0.3.36,57921,523.64,6895.067092789074
127000,SAT_67324,STARLINK-36471,SAT,-1309391.36,5850404.13,3326924.03,483.31,-1,10.0.3.4,67324,529.38,6856.395388201818
127000,SAT_59304,STARLINK-31474,SAT,-1392650.15,5679530.94,3580802.2,484.73,-1,10.0.3.144,59304,533.72,6857.017612215763
127000,SAT_54054,STARLINK-5163,SAT,-1636715.34,5752911.27,3467676.83,540.99,-1,10.0.3.249,54054,562.79,6913.726041867957
127000,SAT_66405,STARLINK-35683,SAT,-1803204.17,5639822.49,3442114.82,476.17,-1,10.0.3.105,66405,588.88,6848.8902335691455
127000,SAT_65690,STARLINK-34790,SAT,-1575994.82,5891147.45,3118008.93,475.5,-1,10.0.3.155,65690,598.01,6849.186640606904
127000,SAT_59533,STARLINK-31509,SAT,-1427242.89,5542595.21,3774144.92,484.13,-1,10.0.3.118,59533,618.34,6855.767922423593
128000,SAT_62528,STARLINK-32786,SAT,-1536242.41,5826404.57,3273417.65,484.03,-1,10.0.3.53,62528,499.61,6857.280369572985
128000,SAT_47643,STARLINK-2022,SAT,-1079157.26,5754156.19,3204224.44,300.79,-1,10.0.3.213,47643,510.33,6673.97543542223
128000,SAT_63579,STARLINK-33755,SAT,-1403128.92,5667037.24,3596631.14,484.87,-1,10.0.3.84,63579,518.57,6857.101239073613
128000,SAT_57921,STARLINK-30492,SAT,-1453114.85,5796220.52,3440082.16,522.27,-1,10.0.3.36,57921,523.64,6895.0620266470305
128000,SAT_67324,STARLINK-36471,SAT,-1314746.57,5847118.75,3330575.11,483.32,-1,10.0.3.4,67324,529.38,6856.390215213822
128000,SAT_59304,STARLINK-31474,SAT,-1399076.9,5680065.19,3577456.92,484.73,-1,10.0.3.144,59304,533.72,6857.022294642131
128000,SAT_54054,STARLINK-5163,SAT,-1640596.81,5748936.92,3472414.39,540.99,-1,10.0.3.249,54054,562.79,6913.717907103264
128000,SAT_66405,STARLINK-35683,SAT,-1808676.92,5640977.61,3437362.95,476.17,-1,10.0.3.105,66405,588.88,6848.898060819324
128000,SAT_65690,STARLINK-34790,SAT,-1579862.77,5887442.4,3123027.58,475.5,-1,10.0.3.155,65690,598.01,6849.178465392072
128000,SAT_59533,STARLINK-31509,SAT,-1432804.92,5539065.61,3777209.62,484.14,-1,10.0.3.118,59533,618.34,6855.7632896769
129000,SAT_62528,STARLINK-32786,SAT,-1542470.54,5826850.65,3269702.56,484.03,-1,10.0.3.53,62528,499.61,6857.285081943427
129000,SAT_47643,STARLINK-2022,SAT,-1083448.56,5750589.75,3209153.77,300.79,-1,10.0.3.213,47643,510.33,6673.965176300844
129000,SAT_63579,STARLINK-33755,SAT,-1408581.51,5663570.19,3599950.92,484.87,-1,10.0.3.84,63579,518.57,6857.0967467128075
129000,SAT_57921,STARLINK-30492,SAT,-1458421.73,5792783.22,3443614.26,522.27,-1,10.0.3.36,57921,523.64,6895.056964820892
129000,SAT_67324,STARLINK-36471,SAT,-1320100.64,5843826.96,3334222.05,483.32,-1,10.0.3.4,67324,529.38,6856.385047301344
129000,SAT_59304,STARLINK-31474,SAT,-1405501.85,5680593.39,3574107.21,484.72,-1,10.0.3.144,59304,533.72,6857.0269841556765
129000,SAT_54054,STARLINK-5163,SAT,-1644476.88,5744956.24,3477147.75,541.0,-1,10.0.3.249,54054,562.79,6913.7097772252155
129000,SAT_66405,STARLINK-35683,SAT,-1814147.26,5642126.56,3432606.81,476.16,-1,10.0.3.105,66405,588.88,6848.905891606433
129000,SAT_65690,STARLINK-34790,SAT,-1583729.32,5883730.64,3128042.34,475.51,-1,10.0.3.155,65690,598.01,6849.170291643737
129000,SAT_59533,STARLINK-31509,SAT,-1438365.71,5535530.01,3780269.63,484.14,-1,10.0.3.118,59533,618.34,6855.758665736034
130000,SAT_62528,STARLINK-32786,SAT,-1548696.72,5827290.46,3265983.42,484.02,-1,10.0.3.53,62528,499.61,6857.289795207774
130000,SAT_47643,STARLINK-2022,SAT,-1087738.93,5747016.26,3214078.78,300.8,-1,10.0.3.213,47643,510.33,6673.954920179504
130000,SAT_63579,STARLINK-33755,SAT,-1414032.88,5660096.97,3603266.24,484.88,-1,10.0.3.84,63579,518.57,6857.092262165356
130000,SAT_57921,STARLINK-30492,SAT,-1463727.34,5789339.67,3447142.18,522.28,-1,10.0.3.36,57921,523.64,6895.051903331428
130000,SAT_67324,STARLINK-36471,SAT,-1325453.57,5840528.75,3337864.87,483.33,-1,10.0.3.4,67324,529.38,6856.379885638079
130000,SAT_59304,STARLINK-31474,SAT,-1411925.0,5681115.54,3570753.08,484.71,-1,10.0.3.144,59304,533.72,6857.031685998248
130000,SAT_54054,STARLINK-5163,SAT,-1648355.57,5740969.23,3481876.9,541.01,-1,10.0.3.249,54054,562.79,6913.701651916318
130000,SAT_66405,STARLINK-35683,SAT,-1819615.2,5643269.35,3427846.4,476.15,-1,10.0.3.105,66405,588.88,6848.913736842757
130000,SAT_65690,STARLINK-34790,SAT,-1587594.45,5880012.18,3133053.21,475.52,-1,10.0.3.155,65690,598.01,6849.162123304605
130000,SAT_59533,STARLINK-31509,SAT,-1443925.24,5531988.4,3783324.96,484.15,-1,10.0.3.118,59533,618.34,6855.7540438235255
131000,SAT_62528,STARLINK-32786,SAT,-1554920.93,5827724.0,3262260.23,484.01,-1,10.0.3.53,62528,499.61,6857.294504902624
131000,SAT_47643,STARLINK-2022,SAT,-1092028.38,5743435.72,3218999.48,300.8,-1,10.0.3.213,47643,510.33,6673.944673484911
131000,SAT_63579,STARLINK-33755,SAT,-1419483.01,5656617.58,3606577.09,484.89,-1,10.0.3.84,63579,518.57,6857.087776028289
131000,SAT_57921,STARLINK-30492,SAT,-1469031.69,5785889.89,3450665.89,522.28,-1,10.0.3.36,57921,523.64,6895.046846094518
131000,SAT_67324,STARLINK-36471,SAT,-1330805.34,5837224.13,3341503.54,483.33,-1,10.0.3.4,67324,529.38,6856.374720262837
131000,SAT_59304,STARLINK-31474,SAT,-1418346.33,5681631.63,3567394.52,484.71,-1,10.0.3.144,59304,533.72,6857.036382590291
131000,SAT_54054,STARLINK-5163,SAT,-1652232.86,5736975.9,3486601.85,541.01,-1,10.0.3.249,54054,562.79,6913.693539727373
131000,SAT_66405,STARLINK-35683,SAT,-1825080.72,5644405.96,3423081.73,476.14,-1,10.0.3.105,66405,588.88,6848.921579786049
131000,SAT_65690,STARLINK-34790,SAT,-1591458.16,5876287.01,3138060.19,475.52,-1,10.0.3.155,65690,598.01,6849.153951765734
131000,SAT_59533,STARLINK-31509,SAT,-1449483.52,5528440.8,3786375.6,484.16,-1,10.0.3.118,59533,618.34,6855.74943665035
132000,SAT_62528,STARLINK-32786,SAT,-1561143.16,5828151.28,3258533.0,484.01,-1,10.0.3.53,62528,499.61,6857.299222045763
132000,SAT_47643,STARLINK-2022,SAT,-1096316.89,5739848.14,3223915.84,300.81,-1,10.0.3.213,47643,510.33,6673.934427079998
132000,SAT_63579,STARLINK-33755,SAT,-1424931.91,5653132.03,3609883.48,484.89,-1,10.0.3.84,63579,518.57,6857.083303849026
132000,SAT_57921,STARLINK-30492,SAT,-1474334.77,5782433.89,3454185.39,522.29,-1,10.0.3.36,57921,523.64,6895.0417993469
132000,SAT_67324,STARLINK-36471,SAT,-1336155.96,5833913.11,3345138.07,483.34,-1,10.0.3.4,67324,529.38,6856.369566456925
132000,SAT_59304,STARLINK-31474,SAT,-1424765.85,5682141.67,3564031.54,484.7,-1,10.0.3.144,59304,533.72,6857.041089521878
132000,SAT_54054,STARLINK-5163,SAT,-1656108.74,5732976.24,3491322.58,541.02,-1,10.0.3.249,54054,562.79,6913.685419855808
132000,SAT_66405,STARLINK-35683,SAT,-1830543.83,5645536.39,3418312.8,476.14,-1,10.0.3.105,66405,588.88,6848.929423129511
132000,SAT_65690,STARLINK-34790,SAT,-1595320.45,5872555.16,3143063.26,475.53,-1,10.0.3.155,65690,598.01,6849.145793585697
132000,SAT_59533,STARLINK-31509,SAT,-1455040.52,5524887.2,3789421.54,484.16,-1,10.0.3.118,59533,618.34,6855.744824261014
133000,SAT_62528,STARLINK-32786,SAT,-1567363.4,5828572.3,3254801.72,484.0,-1,10.0.3.53,62528,499.61,6857.303939632676
133000,SAT_47643,STARLINK-2022,SAT,-1100604.46,5736253.52,3228827.88,300.81,-1,10.0.3.213,47643,510.33,6673.924190590538
133000,SAT_63579,STARLINK-33755,SAT,-1430379.56,5649640.31,3613185.39,484.9,-1,10.0.3.84,63579,518.57,6857.0788226877
133000,SAT_57921,STARLINK-30492,SAT,-1479636.56,5778971.66,3457700.68,522.3,-1,10.0.3.36,57921,523.64,6895.036750391128
133000,SAT_67324,STARLINK-36471,SAT,-1341505.42,5830595.69,3348768.45,483.35,-1,10.0.3.4,67324,529.38,6856.364417375389
133000,SAT_59304,STARLINK-31474,SAT,-1431183.54,5682645.66,3560664.14,484.69,-1,10.0.3.144,59304,533.72,6857.045802688335
133000,SAT_54054,STARLINK-5163,SAT,-1659983.22,5728970.26,3496039.09,541.03,-1,10.0.3.249,54054,562.79,6913.677302959262
133000,SAT_66405,STARLINK-35683,SAT,-1836004.51,5646660.66,3413539.61,476.13,-1,10.0.3.105,66405,588.88,6848.937278072484
133000,SAT_65690,STARLINK-34790,SAT,-1599181.32,5868816.61,3148062.42,475.53,-1,10.0.3.155,65690,598.01,6849.137631575605
133000,SAT_59533,STARLINK-31509,SAT,-1460596.26,5521327.62,3792462.79,484.17,-1,10.0.3.118,59533,618.34,6855.74023250848
134000,SAT_62528,STARLINK-32786,SAT,-1573581.66,5828987.05,3251066.42,484.0,-1,10.0.3.53,62528,499.61,6857.308665723578
134000,SAT_47643,STARLINK-2022,SAT,-1104891.08,5732651.86,3233735.57,300.82,-1,10.0.3.213,47643,510.33,6673.91394785011
134000,SAT_63579,STARLINK-33755,SAT,-1435825.96,5646142.44,3616482.83,484.91,-1,10.0.3.84,63579,518.57,6857.074354260998
134000,SAT_57921,STARLINK-30492,SAT,-1484937.07,5775503.21,3461211.76,522.3,-1,10.0.3.36,57921,523.64,6895.031709727142
134000,SAT_67324,STARLINK-36471,SAT,-1346853.71,5827271.87,3352394.69,483.35,-1,10.0.3.4,67324,529.38,6856.359275925836
134000,SAT_59304,STARLINK-31474,SAT,-1437599.39,5683143.59,3557292.33,484.69,-1,10.0.3.144,59304,533.72,6857.050516932429
134000,SAT_54054,STARLINK-5163,SAT,-1663856.3,5724957.98,3500751.37,541.03,-1,10.0.3.249,54054,562.79,6913.669200531093
134000,SAT_66405,STARLINK-35683,SAT,-1841462.76,5647778.74,3408762.18,476.12,-1,10.0.3.105,66405,588.88,6848.945129891256
134000,SAT_65690,STARLINK-34790,SAT,-1603040.76,5865071.38,3153057.66,475.54,-1,10.0.3.155,65690,598.01,6849.129475926204
134000,SAT_59533,STARLINK-31509,SAT,-1466150.71,5517762.04,3795499.33,484.17,-1,10.0.3.118,59533,618.34,6855.735627817697
135000,SAT_62528,STARLINK-32786,SAT,-1579797.92,5829395.54,3247327.08,483.99,-1,10.0.3.53,62528,499.61,6857.313394785858
135000,SAT_47643,STARLINK-2022,SAT,-1109176.76,5729043.18,3238638.91,300.82,-1,10.0.3.213,47643,510.33,6673.903717659897
135000,SAT_63579,STARLINK-33755,SAT,-1441271.1,5642638.42,3619775.78,484.91,-1,10.0.3.84,63579,518.57,6857.069885893677
135000,SAT_57921,STARLINK-30492,SAT,-1490236.29,5772028.54,3464718.62,522.31,-1,10.0.3.36,57921,523.64,6895.026670171929
135000,SAT_67324,STARLINK-36471,SAT,-1352200.83,5823941.65,3356016.76,483.36,-1,10.0.3.4,67324,529.38,6856.354127425036
135000,SAT_59304,STARLINK-31474,SAT,-1444013.4,5683635.46,3553916.11,484.68,-1,10.0.3.144,59304,533.72,6857.055232274747
135000,SAT_54054,STARLINK-5163,SAT,-1667727.96,5720939.38,3505459.42,541.04,-1,10.0.3.249,54054,562.79,6913.6610911634425
135000,SAT_66405,STARLINK-35683,SAT,-1846918.57,5648890.65,3403980.52,476.12,-1,10.0.3.105,66405,588.88,6848.95299738637
135000,SAT_65690,STARLINK-34790,SAT,-1606898.76,5861319.47,3158048.98,475.55,-1,10.0.3.155,65690,598.01,6849.121324255372
135000,SAT_59533,STARLINK-31509,SAT,-1471703.88,5514190.49,3798531.17,484.18,-1,10.0.3.118,59533,618.34,6855.731041973208
136000,SAT_62528,STARLINK-32786,SAT,-1586012.18,5829797.76,3243583.72,483.98,-1,10.0.3.53,62528,499.61,6857.3181278294505
136000,SAT_47643,STARLINK-2022,SAT,-1113461.48,5725427.47,3243537.9,300.83,-1,10.0.3.213,47643,510.33,6673.893488093049
136000,SAT_63579,STARLINK-33755,SAT,-1446714.99,5639128.25,3623064.25,484.92,-1,10.0.3.84,63579,518.57,6857.065424937027
136000,SAT_57921,STARLINK-30492,SAT,-1495534.21,5768547.66,3468221.25,522.31,-1,10.0.3.36,57921,523.64,6895.021632882914
136000,SAT_67324,STARLINK-36471,SAT,-1357546.77,5820605.05,3359634.68,483.36,-1,10.0.3.4,67324,529.38,6856.348996651325
136000,SAT_59304,STARLINK-31474,SAT,-1450425.57,5684121.27,3550535.49,484.68,-1,10.0.3.144,59304,533.72,6857.0599539398645
136000,SAT_54054,STARLINK-5163,SAT,-1671598.21,5716914.48,3510163.23,541.05,-1,10.0.3.249,54054,562.79,6913.652988728383
136000,SAT_66405,STARLINK-35683,SAT,-1852371.94,5649996.37,3399194.61,476.11,-1,10.0.3.105,66405,588.88,6848.960854156314
136000,SAT_65690,STARLINK-34790,SAT,-1610755.32,5857560.87,3163036.38,475.55,-1,10.0.3.155,65690,598.01,6849.113167985106
136000,SAT_59533,STARLINK-31509,SAT,-1477255.77,5510612.96,3801558.3,484.19,-1,10.0.3.118,59533,618.34,6855.726461376442
137000,SAT_62528,STARLINK-32786,SAT,-1592224.42,5830193.71,3239836.34,483.98,-1,10.0.3.53,62528,499.61,6857.322860253298
137000,SAT_47643,STARLINK-2022,SAT,-1117745.24,5721804.74,3248432.52,300.83,-1,10.0.3.213,47643,510.33,6673.883257985764
137000,SAT_63579,STARLINK-33755,SAT,-1452157.6,5635611.93,3626348.23,484.92,-1,10.0.3.84,63579,518.57,6857.060959771337
137000,SAT_57921,STARLINK-30492,SAT,-1500830.83,5765060.57,3471719.66,522.32,-1,10.0.3.36,57921,523.64,6895.016602857294
137000,SAT_67324,STARLINK-36471,SAT,-1362891.53,5817262.06,3363248.42,483.37,-1,10.0.3.4,67324,529.38,6856.343860388982
137000,SAT_59304,STARLINK-31474,SAT,-1456835.88,5684601.03,3547150.46,484.67,-1,10.0.3.144,59304,533.72,6857.064680853656
137000,SAT_54054,STARLINK-5163,SAT,-1675467.04,5712883.29,3514862.8,541.05,-1,10.0.3.249,54054,562.79,6913.6448990464805
137000,SAT_66405,STARLINK-35683,SAT,-1857822.86,5651095.91,3394404.48,476.1,-1,10.0.3.105,66405,588.88,6848.968720690829
137000,SAT_65690,STARLINK-34790,SAT,-1614610.45,5853795.61,3168019.83,475.56,-1,10.0.3.155,65690,598.01,6849.105021254799
137000,SAT_59533,STARLINK-31509,SAT,-1482806.35,5507029.46,3804580.72,484.19,-1,10.0.3.118,59533,618.34,6855.721887584409
138000,SAT_62528,STARLINK-32786,SAT,-1598434.65,5830583.39,3236084.94,483.97,-1,10.0.3.53,62528,499.61,6857.327594402888
138000,SAT_47643,STARLINK-2022,SAT,-1122028.04,5718175.0,3253322.78,300.84,-1,10.0.3.213,47643,510.33,6673.873040749139
138000,SAT_63579,STARLINK-33755,SAT,-1457598.95,5632089.48,3629627.72,484.93,-1,10.0.3.84,63579,518.57,6857.056511037385
138000,SAT_57921,STARLINK-30492,SAT,-1506126.14,5761567.28,3475213.84,522.33,-1,10.0.3.36,57921,523.64,6895.011581229247
138000,SAT_67324,STARLINK-36471,SAT,-1368235.09,5813912.69,3366858.0,483.38,-1,10.0.3.4,67324,529.38,6856.338732925493
138000,SAT_59304,STARLINK-31474,SAT,-1463244.33,5685074.73,3543761.05,484.66,-1,10.0.3.144,59304,533.72,6857.069420274147
