time_ms,node_id,role,type,ecef_x,ecef_y,ecef_z,ip,heading_deg,battery_pct
0,GS_01,CLIENT,GS,-1337502.5,5364429.5,3170603.2,10.0.0.1,-1.0,-1
0,UAV_01,RELAY,UAV,-1337513.0,5364471.5,3170628.2,10.0.0.2,88.6,100.0
0,UAV_02,RELAY,UAV,-1337358.4,5365233.5,3169412.4,10.0.0.3,103.3,100.0
0,UAV_03,RELAY,UAV,-1335545.4,5365008.8,3170549.6,10.0.0.4,177.2,100.0
100,GS_01,CLIENT,GS,-1337502.5,5364429.5,3170603.2,10.0.0.1,-1.0,-1
100,UAV_01,RELAY,UAV,-1337514.3,5364471.0,3170628.5,10.0.0.2,64.1,100.0
100,UAV_02,RELAY,UAV,-1337359.8,5365233.3,3169412.1,10.0.0.3,103.3,100.0
100,UAV_03,RELAY,UAV,-1335545.7,5365009.6,3170548.3,10.0.0.4,177.2,100.0
200,GS_01,CLIENT,GS,-1337502.5,5364429.5,3170603.2,10.0.0.1,-1.0,-1
200,UAV_01,RELAY,UAV,-1337515.3,5364470.3,3170629.3,10.0.0.2,40.6,100.0
200,UAV_02,RELAY,UAV,-1337361.3,5365233.2,3169411.8,10.0.0.3,103.3,100.0
200,UAV_03,RELAY,UAV,-1335545.9,5365010.3,3170547.0,10.0.0.4,177.2,100.0
300,GS_01,CLIENT,GS,-1337502.5,5364429.5,3170603.2,10.0.0.1,-1.0,-1
300,UAV_01,RELAY,UAV,-1337515.9,5364469.4,3170630.5,10.0.0.2,18.8,100.0
300,UAV_02,RELAY,UAV,-1337362.7,5365233.0,3169411.5,10.0.0.3,103.3,100.0
300,UAV_03,RELAY,UAV,-1335546.2,5365011.0,3170545.7,10.0.0.4,177.2,100.0
400,GS_01,CLIENT,GS,-1337502.5,5364429.5,3170603.2,10.0.0.1,-1.0,-1
400,UAV_01,RELAY,UAV,-1337516.0,5364468.7,3170631.7,10.0.0.2,0.7,100.0
400,UAV_02,RELAY,UAV,-1337364.2,5365232.8,3169411.2,10.0.0.3,103.3,100.0
400,UAV_03,RELAY,UAV,-1335546.4,5365011.7,3170544.4,10.0.0.4,177.2,100.0
500,GS_01,CLIENT,GS,-1337502.5,5364429.5,3170603.2,10.0.0.1,-1.0,-1
500,UAV_01,RELAY,UAV,-1337515.6,5364468.0,3170633.0,10.0.0.2,346.0,100.0
500,UAV_02,RELAY,UAV,-1337365.6,5365232.6,3169410.9,10.0.0.3,103.3,100.0
500,UAV_03,RELAY,UAV,-1335546.7,5365012.4,3170543.1,10.0.0.4,177.2,100.0
600,GS_01,CLIENT,GS,-1337502.5,5364429.5,3170603.2,10.0.0.1,-1.0,-1
600,UAV_01,RELAY,UAV,-1337515.0,5364467.4,3170634.2,10.0.0.2,334.0,99.9
600,UAV_02,RELAY,UAV,-1337367.1,5365232.4,3169410.6,10.0.0.3,103.3,99.9
600,UAV_03,RELAY,UAV,-1335546.9,5365013.1,3170541.8,10.0.0.4,177.2,99.9
700,GS_01,CLIENT,GS,-1337502.5,5364429.5,3170603.2,10.0.0.1,-1.0,-1
700,UAV_01,RELAY,UAV,-1337514.0,5364467.0,3170635.3,10.0.0.2,322.5,99.9
700,UAV_02,RELAY,UAV,-1337368.6,5365232.2,3169410.3,10.0.0.3,103.3,99.9
700,UAV_03,RELAY,UAV,-1335547.2,5365013.8,3170540.5,10.0.0.4,177.2,99.9
800,GS_01,CLIENT,GS,-1337502.5,5364429.5,3170603.2,10.0.0.1,-1.0,-1
800,UAV_01,RELAY,UAV,-1337512.9,5364466.7,3170636.3,10.0.0.2,311.4,99.9
800,UAV_02,RELAY,UAV,-1337370.0,5365232.0,3169410.0,10.0.0.3,103.3,99.9
800,UAV_03,RELAY,UAV,-1335547.4,5365014.5,3170539.2,10.0.0.4,177.2,99.9
900,GS_01,CLIENT,GS,-1337502.5,5364429.5,3170603.2,10.0.0.1,-1.0,-1
900,UAV_01,RELAY,UAV,-1337511.6,5364466.6,3170637.0,10.0.0.2,302.4,99.9
900,UAV_02,RELAY,UAV,-1337371.5,5365231.9,3169409.7,10.0.0.3,103.3,99.9
900,UAV_03,RELAY,UAV,-1335547.7,5365015.2,3170537.9,10.0.0.4,177.2,99.9
1000,GS_01,CLIENT,GS,-1337502.5,5364429.5,3170603.2,10.0.0.1,-1.0,-1
1000,UAV_01,RELAY,UAV,-1337510.3,5364466.6,3170637.6,10.0.0.2,293.6,99.9
1000,UAV_02,RELAY,UAV,-1337372.9,5365231.7,3169409.4,10.0.0.3,103.3,99.9
1000,UAV_03,RELAY,UAV,-1335547.9,5365015.9,3170536.7,10.0.0.4,177.2,99.9
1100,GS_01,CLIENT,GS,-1337502.5,5364429.5,3170603.2,10.0.0.1,-1.0,-1
1100,UAV_01,RELAY,UAV,-1337508.8,5364466.7,3170638.1,10.0.0.2,285.1,99.9
1100,UAV_02,RELAY,UAV,-1337374.4,5365231.5,3169409.1,10.0.0.3,103.3,99.9
1100,UAV_03,RELAY,UAV,-1335548.2,5365016.6,3170535.4,10.0.0.4,177.2,99.9
1200,GS_01,CLIENT,GS,-1337502.5,5364429.5,3170603.2,10.0.0.1,-1.0,-1
1200,UAV_01,RELAY,UAV,-1337507.4,5364466.9,3170638.3,10.0.0.2,276.7,99.9
1200,UAV_02,RELAY,UAV,-1337375.9,5365231.3,3169408.8,10.0.0.3,103.3,99.9
1200,UAV_03,RELAY,UAV,-1335548.4,5365017.4,3170534.1,10.0.0.4,177.2,99.9
1300,GS_01,CLIENT,GS,-1337502.5,5364429.5,3170603.2,10.0.0.1,-1.0,-1
1300,UAV_01,RELAY,UAV,-1337505.9,5364467.2,3170638.4,10.0.0.2,270.0,99.9
1300,UAV_02,RELAY,UAV,-1337377.3,5365231.1,3169408.5,10.0.0.3,103.3,99.9
1300,UAV_03,RELAY,UAV,-1335548.7,5365018.1,3170532.8,10.0.0.4,177.2,99.9
1400,GS_01,CLIENT,GS,-1337502.5,5364429.5,3170603.2,10.0.0.1,-1.0,-1
1400,UAV_01,RELAY,UAV,-1337504.5,5364467.6,3170638.3,10.0.0.2,263.5,99.9
1400,UAV_02,RELAY,UAV,-1337378.8,5365230.9,3169408.2,10.0.0.3,103.3,99.9
1400,UAV_03,RELAY,UAV,-1335548.9,5365018.8,3170531.5,10.0.0.4,177.2,99.9
1500,GS_01,CLIENT,GS,-1337502.5,5364429.5,3170603.2,10.0.0.1,-1.0,-1
1500,UAV_01,RELAY,UAV,-1337503.1,5364468.1,3170638.1,10.0.0.2,257.0,99.8
1500,UAV_02,RELAY,UAV,-1337380.2,5365230.7,3169407.9,10.0.0.3,103.3,99.8
1500,UAV_03,RELAY,UAV,-1335549.2,5365019.5,3170530.2,10.0.0.4,177.2,99.8
1600,GS_01,CLIENT,GS,-1337502.5,5364429.5,3170603.2,10.0.0.1,-1.0,-1
1600,UAV_01,RELAY,UAV,-1337501.7,5364468.7,3170637.7,10.0.0.2,250.6,99.8
1600,UAV_02,RELAY,UAV,-1337381.7,5365230.6,3169407.6,10.0.0.3,103.3,99.8
1600,UAV_03,RELAY,UAV,-1335549.4,5365020.2,3170528.9,10.0.0.4,177.2,99.8
1700,GS_01,CLIENT,GS,-1337502.5,5364429.5,3170603.2,10.0.0.1,-1.0,-1
1700,UAV_01,RELAY,UAV,-1337500.4,5364469.3,3170637.2,10.0.0.2,244.3,99.8
1700,UAV_02,RELAY,UAV,-1337383.1,5365230.4,3169407.3,10.0.0.3,103.3,99.8
1700,UAV_03,RELAY,UAV,-1335549.7,5365020.9,3170527.6,10.0.0.4,177.2,99.8
1800,GS_01,CLIENT,GS,-1337502.5,5364429.5,3170603.2,10.0.0.1,-1.0,-1
1800,UAV_01,RELAY,UAV,-1337499.3,5364470.0,3170636.5,10.0.0.2,238.0,99.8
1800,UAV_02,RELAY,UAV,-1337384.6,5365230.2,3169407.0,10.0.0.3,103.3,99.8
1800,UAV_03,RELAY,UAV,-1335549.9,5365021.6,3170526.3,10.0.0.4,177.2,99.8
1900,GS_01,CLIENT,GS,-1337502.5,5364429.5,3170603.2,10.0.0.1,-1.0,-1
1900,UAV_01,RELAY,UAV,-1337498.2,5364470.7,3170635.8,10.0.0.2,233.4,99.8
1900,UAV_02,RELAY,UAV,-1337386.1,5365230.0,3169406.7,10.0.0.3,101.9,99.8
1900,UAV_03,RELAY,UAV,-1335550.2,5365022.3,3170525.0,10.0.0.4,177.2,99.8
2000,GS_01,CLIENT,GS,-1337502.5,5364429.5,3170603.2,10.0.0.1,-1.0,-1
2000,UAV_01,RELAY,UAV,-1337497.2,5364471.4,3170635.0,10.0.0.2,227.2,99.8
2000,UAV_02,RELAY,UAV,-1337387.5,5365229.8,3169406.5,10.0.0.3,101.9,99.8
2000,UAV_03,RELAY,UAV,-1335550.4,5365023.0,3170523.7,10.0.0.4,177.2,99.8
2100,GS_01,CLIENT,GS,-1337502.5,5364429.5,3170603.2,10.0.0.1,-1.0,-1
2100,UAV_01,RELAY,UAV,-1337496.3,5364472.2,3170634.1,10.0.0.2,222.5,99.8
2100,UAV_02,RELAY,UAV,-1337389.0,5365229.6,3169406.2,10.0.0.3,101.9,99.8
2100,UAV_03,RELAY,UAV,-1335550.7,5365023.7,3170522.4,10.0.0.4,177.2,99.8
2200,GS_01,CLIENT,GS,-1337502.5,5364429.5,3170603.2,10.0.0.1,-1.0,-1
2200,UAV_01,RELAY,UAV,-1337495.5,5364473.0,3170633.1,10.0.0.2,217.9,99.8
2200,UAV_02,RELAY,UAV,-1337390.4,5365229.4,3169405.9,10.0.0.3,101.9,99.8
2200,UAV_03,RELAY,UAV,-1335550.9,5365024.4,3170521.1,10.0.0.4,177.2,99.8
2300,GS_01,CLIENT,GS,-1337502.5,5364429.5,3170603.2,10.0.0.1,-1.0,-1
2300,UAV_01,RELAY,UAV,-1337494.8,5364473.8,3170632.0,10.0.0.2,211.8,99.8
